1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9999470547316692	3.6444975832341097E-11	0.9999993541529407	5.428662469719936E-9	3.90145674721432E-8	4.283540214404977E-18	0.001346380951295111	9.278915825440015E-8
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9999470547316692	3.6444975832341097E-11	0.9999993541529407	5.428662469719936E-9	3.90145674721432E-8	4.283540214404977E-18	0.001346380951295111	9.278915825440015E-8
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9999470547316692	3.6444975832341097E-11	0.9999993541529407	5.428662469719936E-9	3.90145674721432E-8	4.283540214404977E-18	0.001346380951295111	9.278915825440015E-8
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9999470547316692	3.6444975832341097E-11	0.9999993541529407	5.428662469719936E-9	3.90145674721432E-8	4.283540214404977E-18	0.001346380951295111	9.278915825440015E-8
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9001826432507807	1.4206368481616096E-7	0.9999999986956727	1.180468707026485E-6	2.6111772335790566E-9	3.7822645777057325E-21	0.052495819329416306	4.102921077133987E-7
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9001826432507807	1.4206368481616096E-7	0.9999999986956727	1.180468707026485E-6	2.6111772335790566E-9	3.7822645777057325E-21	0.052495819329416306	4.102921077133987E-7
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9001826432507807	1.4206368481616096E-7	0.9999999986956727	1.180468707026485E-6	2.6111772335790566E-9	3.7822645777057325E-21	0.052495819329416306	4.102921077133987E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6008070286674627	0.0	3.929089624670944E-7	0.9999999999548572	0.9999979865582659	0.08846195656472686	0.014317624674812434	2.377438565341095E-7	0.9987638941565689	3.352456438526571E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6013070286674627	0.0	3.935459505329894E-7	0.9999999999545974	0.9999979772599391	0.08785767514074483	0.014293776463585697	2.350228879208217E-7	0.9987737175723895	3.3448696086985054E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6018070286674626	0.0	3.9416535289070635E-7	0.9999999999543345	0.9999979678500822	0.08725392254722902	0.014269921750434136	2.323229198602837E-7	0.9987834662456245	3.3372143969882604E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6023070286674626	0.0	3.947669572463082E-7	0.9999999999540687	0.9999979583267404	0.08665070593551932	0.014246060006201329	2.2964381902237368E-7	0.9987931409753315	3.329490620252886E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6028070286674625	0.0	3.9535055222442995E-7	0.9999999999538001	0.9999979486879232	0.08604803287992413	0.014222190701915357	2.2698545454295042E-7	0.9988027425503446	3.321698101335215E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6033070286674624	0.0	3.9591592744412374E-7	0.9999999999535281	0.9999979389316019	0.08544591138069489	0.01419831330885067	2.2434769798828935E-7	0.9988122717493783	3.313836669231063E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6038070286674624	0.0	3.964628735958702E-7	0.999999999953253	0.9999979290557095	0.08484434986689325	0.014174427298591552	2.217304233194622E-7	0.998821729341126	3.305906159258132E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6043070286674623	0.0	3.9699118251975584E-7	0.9999999999529747	0.9999979190581401	0.08424335719913534	0.014150532143096682	2.1913350685663578E-7	0.9988311160843621	3.297906413226182E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6048070286674623	0.0	3.9750064728477737E-7	0.9999999999526932	0.9999979089367477	0.0836429426722181	0.014126627314765298	2.1655682724328317E-7	0.9988404327280392	3.2898372796086453E-7
0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6053070286674622	0.0	3.979910622692837E-7	0.9999999999524083	0.9999978986893457	0.08304311601761467	0.014102712286504605	2.1400026541030707E-7	0.9988496800113845	3.281698613715462E-7
